Flight Time(sec),Gyro xb(°/s),Gyro yb(°/s),Gyro zb(°/s),Acc xb(m/s²),Acc yb(m/s²),Acc zb(m/s²),Acc xb backup(m/s²),Acc yb backup(m/s²),Acc zb backup(m/s²),TVC Y+°,TVC Z+°,TVC Y+ N⋅m,TVC Z+ N⋅m,Roll Wheel Val,Pressure Pa,,,Temp C°
21.221,0.19,0.02,-0.05,-0.63,5.08,-2.77,-0.74,8.48,-4.9,0,0,-0.0401,-0.0987,-5.87,99348,1.38193010207341,1.50571740075142,46.26
21.241,0.19,0.02,-0.05,-0.62,5.08,-2.76,-0.73,8.47,-4.93,0,0,-0.0401,-0.0987,-5.87,99348,1.38193010207341,1.50571740075142,46.26
21.261,0.13,0.08,0.01,-0.62,5.08,-2.76,-0.72,8.45,-4.93,0,0,-0.0401,-0.0987,-5.87,99348,1.38193010207341,1.50571740075142,46.26
21.281,0.13,0.08,0.01,-0.62,5.09,-2.76,-0.72,8.46,-4.92,0,0,-0.0401,-0.0987,-5.87,99348,1.38193010207341,1.50571740075142,46.26
21.301,0.26,0.02,0.01,-0.62,5.09,-2.76,-0.72,8.46,-4.91,0,0,-0.0401,-0.0987,-5.87,99348,1.38193010207341,1.50571740075142,46.26
21.321,0.13,0.02,0.01,-0.61,5.08,-2.77,-0.72,8.46,-4.92,0,0,-0.0401,-0.0987,-5.87,99348,1.38193010207341,1.50571740075142,46.26
21.341,0.13,0.02,0.01,-0.61,5.08,-2.76,-0.73,8.47,-4.92,0,0,-0.0401,-0.0987,-5.87,99348,1.38193010207341,1.50571740075142,46.26
21.361,0.13,0.08,-0.05,-0.61,5.08,-2.76,-0.73,8.45,-4.93,0,0,-0.0401,-0.0987,-5.87,99348,1.38193010207341,1.50571740075142,46.26
21.381,0.13,-0.04,-0.05,-0.62,5.06,-2.76,-0.71,8.46,-4.92,0,0,-0.0401,-0.0987,-5.87,99348,1.38193010207341,1.50571740075142,46.26
21.401,0.13,-0.04,-0.05,-0.6,5.07,-2.77,-0.74,8.47,-4.92,0,0,-0.0401,-0.0987,-5.87,99348,1.38193010207341,1.50571740075142,46.26
21.421,0.13,-0.04,-0.05,-0.6,5.07,-2.77,-0.72,8.46,-4.91,0,0,-0.0401,-0.0987,-5.87,99348,1.38193010207341,1.50571740075142,46.26
21.441,0.07,0.14,-0.05,-0.61,4.8,-2.23,-0.73,8.45,-4.91,0,0,-0.0401,-0.0987,-5.87,99348,1.38193010207341,1.50571740075142,46.26
21.461,0.07,0.14,-0.05,-0.61,4.82,-2.22,-0.74,8.46,-4.92,0,0,-0.0401,-0.0987,-5.87,99348,1.38193010207341,1.50571740075142,46.26
21.481,0.07,0.02,0.08,-0.61,4.82,-2.22,-0.71,8.47,-4.92,0,0,-0.0401,-0.0987,-5.87,99348,1.38193010207341,1.50571740075142,46.26
21.501,0.19,0.02,0.01,-0.63,4.8,-2.23,-0.72,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35391516814622,46.41
21.521,0.19,0.02,0.01,-0.6,4.81,-2.23,-0.73,8.45,-4.93,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35391516814622,46.41
21.541,0.19,0.02,0.01,-0.6,4.81,-2.23,-0.72,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35391516814622,46.41
21.561,0.13,-0.04,-0.05,-0.61,4.79,-2.23,-0.73,8.47,-4.91,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35391516814622,46.41
21.581,0.13,-0.04,-0.05,-0.6,4.82,-2.24,-0.72,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35391516814622,46.41
21.601,0.07,-0.04,0.08,-0.6,4.82,-2.24,-0.72,8.45,-4.92,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35391516814622,46.41
21.621,0.26,-0.11,0.01,-0.59,4.82,-2.22,-0.73,8.46,-4.93,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35391516814622,46.41
21.641,0.26,-0.11,0.01,-0.62,4.81,-2.24,-0.72,8.45,-4.93,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35391516814622,46.41
21.661,0.13,0.08,0.01,-0.62,4.81,-2.24,-0.73,8.46,-4.92,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35391516814622,46.41
21.681,0.07,0.08,0.01,-0.62,4.81,-2.24,-0.72,8.45,-4.92,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35391516814622,46.41
21.701,0.07,0.08,0.01,-0.58,4.57,-1.66,-0.74,8.46,-4.93,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35391516814622,46.41
21.721,0.07,0.02,0.01,-0.58,4.57,-1.66,-0.72,8.45,-4.93,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35391516814622,46.41
21.741,0.19,-0.11,-0.05,-0.61,4.55,-1.67,-0.72,8.45,-4.93,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35391516814622,46.41
21.761,0.19,-0.11,-0.05,-0.62,4.57,-1.67,-0.72,8.45,-4.93,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35391516814622,46.41
21.781,0.13,0.08,0.14,-0.62,4.57,-1.67,-0.73,8.46,-4.93,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35391516814622,46.41
21.801,0,0.14,0.01,-0.6,4.55,-1.67,-0.72,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35391516814622,46.41
21.821,0,0.14,0.01,-0.62,4.53,-1.66,-0.72,8.47,-4.94,0,0,-0.0401,-0.0987,-5.87,99339,2.15938220325357,2.35391516814622,46.41
